Date,Store,Bike Type,Sales,Profit
14/05/2021,Notting Hill,Road,819.92,75.1666
14/05/2021,Soho,Mountain,200.984,62.8075
14/05/2021,Fulham,Road,122.91,34.4148
14/05/2021,Whitechapel,Mountain,145.056,49.5112
14/05/2021,Peckham,Gravel,1117.92,55.896
15/05/2021,Soho,Road,17.94,8.7906
15/05/2021,Peckham,Road,51.968,-10.3936
16/05/2021,Wimbledon,Mountain,255.968,31.996
17/05/2021,Westminster,Road,33.28,-49.92
17/05/2021,Whitechapel,Gravel,31.5,15.12
17/05/2021,Brixton,Road,14.088,4.9308
17/05/2021,Croydon,Gravel,55.6,16.124
18/05/2021,Brixton,Road,10.86,5.3214
20/05/2021,Westminster,Gravel,6.408,-4.9128
20/05/2021,Fulham,Gravel,163.136,20.392
21/05/2021,Dulwich,Gravel,20.768,-52.9584
21/05/2021,Westminster,Road,51.564,-9.264
22/05/2021,Whitechapel,Gravel,8.26,3.7996
22/05/2021,Stratford,Gravel,2973.32,334.4985
22/05/2021,Richmond,Gravel,775.728,58.1796
22/05/2021,Peckham,Gravel,104.79,29.3412
23/05/2021,Dulwich,Gravel,121.792,13.7016
23/05/2021,Dulwich,Mountain,850.5,245.7
23/05/2021,Westminster,Gravel,19.194,-12.796
23/05/2021,Soho,Road,186.69,87.7443
23/05/2021,Fulham,Mountain,75.33,19.5858
23/05/2021,Peckham,Road,51.45,13.8915
24/05/2021,Westminster,Gravel,7.656,-13.0152
24/05/2021,Notting Hill,Gravel,602.651,-163.5767
25/05/2021,Wimbledon,Road,207.984,36.3972
25/05/2021,Dulwich,Gravel,845.728,84.5728
25/05/2021,Chelsea,Mountain,21.24,8.0712
25/05/2021,Westminster,Mountain,127.96,60.1412
25/05/2021,Fulham,Mountain,14.73,4.8609
25/05/2021,Brixton,Road,32.368,11.7334
25/05/2021,Richmond,Road,467.04,58.38
25/05/2021,Croydon,Road,22.368,1.6776
26/05/2021,Wimbledon,Mountain,167.944,50.3832
26/05/2021,Notting Hill,Gravel,210.616,-33.1832
26/05/2021,Soho,Mountain,12.224,4.4312
26/05/2021,Fulham,Gravel,20.24,7.8936
26/05/2021,Stratford,Gravel,399.54,-79.908
26/05/2021,Brixton,Mountain,172,59.7432
28/05/2021,Chelsea,Gravel,47.82,14.346
28/05/2021,Chelsea,Mountain,6.63,1.7901
28/05/2021,Westminster,Gravel,6.096,2.0574
28/05/2021,Whitechapel,Gravel,13.05,6.003
28/05/2021,Brixton,Gravel,45.36,21.7728
28/05/2021,Richmond,Gravel,45.99,13.3371
28/05/2021,Peckham,Gravel,629.2,184.773
29/05/2021,Westminster,Gravel,167.76,62.91
29/05/2021,Notting Hill,Road,317.058,-86.0586
29/05/2021,Mayfair,Road,8.04,2.9145
29/05/2021,Fulham,Road,41.568,-4.1568
29/05/2021,Whitechapel,Gravel,12.39,5.6994
29/05/2021,Brixton,Gravel,32.4,15.552
29/05/2021,Brixton,Mountain,85.056,28.7064
29/05/2021,Peckham,Gravel,540.57,140.5482
30/05/2021,Wimbledon,Mountain,151.96,36.4704
30/05/2021,Dulwich,Gravel,160.32,44.8896
30/05/2021,Richmond,Gravel,368.82,6.2652
31/05/2021,Chelsea,Gravel,10.272,1.1556
31/05/2021,Westminster,Road,3.564,-6.237
31/05/2021,Shoreditch,Gravel,1406.86,140.686
31/05/2021,Notting Hill,Gravel,2567.84,770.352
31/05/2021,Mayfair,Mountain,7.56,0.3024
31/05/2021,Fulham,Road,59.84,-58.8912
31/05/2021,Fulham,Mountain,22.2,9.102
31/05/2021,Whitechapel,Gravel,15.75,7.56
31/05/2021,Whitechapel,Road,5.904,1.9926
31/05/2021,Brixton,Road,612.188,263.6772
31/05/2021,Peckham,Gravel,323.1,61.389
31/05/2021,Peckham,Road,143.06,37.8174
01/06/2021,Westminster,Gravel,403.68,181.656
01/06/2021,Westminster,Road,5.728,-9.1648
01/06/2021,Whitechapel,Gravel,28.91,13.2986
01/06/2021,Brixton,Road,42.24,13.2
01/06/2021,Brixton,Mountain,11.76,5.7624
01/06/2021,Richmond,Gravel,341.88,95.7264
04/06/2021,Wimbledon,Gravel,1109.95,431.982
04/06/2021,Chelsea,Gravel,9.26,3.0558
04/06/2021,Fulham,Mountain,35.28,11.9952
04/06/2021,Whitechapel,Gravel,7.38,3.4686
04/06/2021,Brixton,Mountain,30.44,14.3068
05/06/2021,Notting Hill,Road,1522.638,169.182
05/06/2021,Brixton,Road,10.56,4.752
07/06/2021,Chelsea,Mountain,8.016,1.002
07/06/2021,Westminster,Road,7.52,2.632
07/06/2021,Westminster,Mountain,18.312,-12.208
07/06/2021,Brixton,Mountain,25.92,9.072
08/06/2021,Wimbledon,Gravel,2.376,0.7425
08/06/2021,Dulwich,Gravel,143.128,-393.602
08/06/2021,Chelsea,Road,4.448,0.3336
08/06/2021,Westminster,Road,18.264,-13.3936
08/06/2021,Fulham,Road,173.208,45.4671
08/06/2021,Whitechapel,Road,9,3.15
08/06/2021,Brixton,Road,215.728,67.415
08/06/2021,Peckham,Road,516.96,-6.462
09/06/2021,Wimbledon,Gravel,72.6,-8.1675
09/06/2021,Westminster,Gravel,102.72,-69.764
09/06/2021,Westminster,Mountain,113.1,56.55
09/06/2021,Fulham,Gravel,355.36,92.3936
09/06/2021,Brixton,Gravel,12.96,6.2208
09/06/2021,Richmond,Gravel,140.376,8.7735
11/06/2021,Wimbledon,Gravel,53.7,10.203
11/06/2021,Chelsea,Gravel,56.3,15.764
11/06/2021,Chelsea,Road,60.768,7.596
11/06/2021,Westminster,Gravel,36.26,16.6796
11/06/2021,Westminster,Road,82.368,-66.02
11/06/2021,Notting Hill,Road,1123.92,-182.637
11/06/2021,Fulham,Gravel,29.16,10.7892
11/06/2021,Fulham,Road,48.672,7.3008
11/06/2021,Brixton,Gravel,32.4,15.552
11/06/2021,Richmond,Road,249.584,31.198
11/06/2021,Peckham,Road,1600.432,72.974
12/06/2021,Fulham,Gravel,43.296,4.3296
12/06/2021,Brixton,Gravel,20.736,7.2576
12/06/2021,Richmond,Gravel,55.984,4.1988
12/06/2021,Peckham,Gravel,29.9,5.083
12/06/2021,Peckham,Mountain,24.56,6.8768
13/06/2021,Wimbledon,Mountain,67.98,14.9556
13/06/2021,Chelsea,Road,24.78,6.9384
13/06/2021,Chelsea,Mountain,3.424,0.2996
13/06/2021,Westminster,Gravel,36.624,13.734
13/06/2021,Westminster,Road,19.14,8.8044
13/06/2021,Westminster,Mountain,38.1,17.3102
13/06/2021,Covent Garden,Road,899.97,314.9895
13/06/2021,Brixton,Road,38.88,18.6624
14/06/2021,Fulham,Mountain,51.072,5.1072
15/06/2021,Wimbledon,Gravel,11.672,-0.7295
15/06/2021,Fulham,Gravel,404.96,-25.4
15/06/2021,Brixton,Gravel,9.568,2.99
15/06/2021,Richmond,Road,225.576,22.5576
15/06/2021,Peckham,Gravel,82.368,-19.5624
16/06/2021,Westminster,Gravel,3050.376,1143.891
16/06/2021,Notting Hill,Gravel,197.372,-25.3764
16/06/2021,Soho,Gravel,34.96,11.5172
16/06/2021,Brixton,Gravel,27.216,9.8658
16/06/2021,Richmond,Gravel,133.98,33.495
18/06/2021,Chelsea,Gravel,51.98,15.0742
18/06/2021,Chelsea,Road,13.632,3.5784
18/06/2021,Westminster,Gravel,67.62,32.4576
18/06/2021,Westminster,Road,6.129,-4.4946
18/06/2021,Westminster,Mountain,13.692,-9.4304
18/06/2021,Notting Hill,Road,643.136,56.2744
18/06/2021,Fulham,Gravel,60.84,19.4688
18/06/2021,Fulham,Mountain,75.36,20.724
18/06/2021,Brixton,Road,20.736,7.2576
18/06/2021,Brixton,Mountain,11.952,4.3326
18/06/2021,Richmond,Gravel,467.97,140.391
18/06/2021,Peckham,Gravel,450.04,58.5052
19/06/2021,Westminster,Mountain,5.792,-9.5568
19/06/2021,Soho,Gravel,186.69,87.7443
19/06/2021,Fulham,Gravel,12.56,4.0192
19/06/2021,Whitechapel,Mountain,5.904,1.9926
19/06/2021,Brixton,Gravel,6.48,3.1104
19/06/2021,Peckham,Mountain,228.92,14.3075
20/06/2021,Wimbledon,Mountain,319.984,91.9954
20/06/2021,Fulham,Road,257.64,100.4796
20/06/2021,Richmond,Gravel,125.944,15.743
20/06/2021,Richmond,Road,125.976,47.241
21/06/2021,Richmond,Gravel,107.976,37.7916
22/06/2021,Westminster,Gravel,1217.568,456.588
22/06/2021,Mayfair,Gravel,4.96,2.3312
22/06/2021,Tottenham,Mountain,796.425,-525.6405
23/06/2021,Wimbledon,Road,75,18
23/06/2021,Westminster,Road,165.98,74.691
23/06/2021,Mayfair,Gravel,5.43,1.7919
23/06/2021,Fulham,Road,27.42,9.3228
23/06/2021,Richmond,Gravel,563.128,50.7135
25/06/2021,Chelsea,Gravel,20.96,5.24
25/06/2021,Westminster,Gravel,89.736,26.259
25/06/2021,Fulham,Gravel,280.234,36.6274
25/06/2021,Whitechapel,Gravel,4.608,1.6704
25/06/2021,Brixton,Gravel,47.952,16.1838
25/06/2021,Brixton,Mountain,31.104,10.8864
25/06/2021,Peckham,Gravel,304.23,9.1269
25/06/2021,Peckham,Mountain,78.256,-17.6076
26/06/2021,Wimbledon,Road,41.9,8.799
26/06/2021,Westminster,Gravel,187,90.1904
26/06/2021,Notting Hill,Gravel,332.94,79.9056
26/06/2021,Brixton,Mountain,43.056,15.6078
26/06/2021,Richmond,Gravel,971.88,109.3365
26/06/2021,Peckham,Gravel,15.42,4.1634
28/06/2021,Chelsea,Mountain,140.75,42.225
28/06/2021,Westminster,Mountain,119.56,54.9976
28/06/2021,Shoreditch,Road,482.94,-376.6932
28/06/2021,Fulham,Road,621.76,46.632
28/06/2021,Whitechapel,Road,5.904,1.9926
28/06/2021,Brixton,Road,15.552,5.4432
29/06/2021,Notting Hill,Gravel,117.882,1.3098
29/06/2021,Fulham,Gravel,20.104,1.7591
29/06/2021,Brixton,Gravel,24.96,11.232
29/06/2021,Richmond,Mountain,269.98,72.8946
02/07/2021,Dulwich,Gravel,32.784,-85.2384
02/07/2021,Westminster,Road,2.892,-2.3136
02/07/2021,Notting Hill,Gravel,790.538,-98.6342
02/07/2021,Fulham,Road,159.84,45.954
02/07/2021,Brixton,Gravel,38.672,13.4406
02/07/2021,Brixton,Road,9.392,3.2872
02/07/2021,Brixton,Mountain,19.44,9.3312
02/07/2021,Richmond,Road,74.24,8.352
02/07/2021,Peckham,Gravel,504.104,54.9967
03/07/2021,Notting Hill,Gravel,70.98,4.9686
03/07/2021,Fulham,Road,451.352,27.0964
03/07/2021,Whitechapel,Gravel,294.93,144.5157
03/07/2021,Brixton,Road,6.72,2.436
04/07/2021,Chelsea,Mountain,15.48,4.4892
04/07/2021,Westminster,Mountain,22.848,7.4256
04/07/2021,Richmond,Gravel,1099.96,285.9896
05/07/2021,Wimbledon,Gravel,34.8,2.175
05/07/2021,Westminster,Road,7.23,-5.784
05/07/2021,Westminster,Mountain,19,8.93
05/07/2021,Fulham,Road,9.856,1.4784
05/07/2021,Whitechapel,Road,11.784,4.2717
05/07/2021,Peckham,Gravel,38.976,-2.436
06/07/2021,Chelsea,Road,11.12,2.8912
06/07/2021,Shoreditch,Mountain,301.96,60.392
06/07/2021,Notting Hill,Gravel,170.352,-17.0352
06/07/2021,Fulham,Road,169.78,70.587
06/07/2021,Richmond,Road,124.95,2.499
06/07/2021,Peckham,Road,601.65,156.429
08/07/2021,Brixton,Gravel,21.12,6.6
09/07/2021,Dulwich,Road,48.632,-121.58
09/07/2021,Chelsea,Gravel,84.52,33.3761
09/07/2021,Westminster,Gravel,281.13,133.9938
09/07/2021,Westminster,Road,122.94,59.0112
09/07/2021,Mayfair,Gravel,15.8,5.056
09/07/2021,Fulham,Gravel,181.96,20.0156
09/07/2021,Whitechapel,Gravel,12.39,5.6994
09/07/2021,Stratford,Gravel,464.97,209.2365
09/07/2021,Brixton,Road,6.58,3.0268
09/07/2021,Richmond,Gravel,269.982,40.4973
09/07/2021,Peckham,Gravel,98.21,28.4809
10/07/2021,Westminster,Gravel,43.286,10.73
11/07/2021,Chelsea,Gravel,11.12,0.834
11/07/2021,Westminster,Gravel,107.334,27.6696
11/07/2021,Westminster,Road,221.06,103.8982
11/07/2021,Notting Hill,Gravel,341.488,-73.176
11/07/2021,Fulham,Gravel,315.144,39.7098
11/07/2021,Brixton,Gravel,29.97,13.4865
11/07/2021,Richmond,Road,716,193.32
11/07/2021,Tottenham,Road,199.836,-37.1124
12/07/2021,Chelsea,Gravel,6.912,0.6912
12/07/2021,Westminster,Gravel,1.928,-2.9884
12/07/2021,Notting Hill,Gravel,383.607,-5.4801
12/07/2021,Fulham,Gravel,7.76,-2.134
12/07/2021,Richmond,Gravel,1652.36,150.6128
13/07/2021,Westminster,Gravel,11.808,4.2804
13/07/2021,Westminster,Mountain,41.568,-66.5088
13/07/2021,Notting Hill,Gravel,1931.04,321.84
13/07/2021,Brixton,Gravel,9.96,4.6812
13/07/2021,Brixton,Road,38.88,18.6624
14/07/2021,Shoreditch,Gravel,127.764,-191.646
14/07/2021,Notting Hill,Gravel,441.92,49.716
14/07/2021,Brixton,Gravel,18.496,6.7048
14/07/2021,Peckham,Gravel,272.736,-64.7748
16/07/2021,Wimbledon,Road,599.9,191.968
16/07/2021,Notting Hill,Road,2048.856,-140.3973
16/07/2021,Notting Hill,Mountain,150.98,43.7842
16/07/2021,Soho,Mountain,137.25,63.135
16/07/2021,Mayfair,Mountain,11.52,5.4144
16/07/2021,Brixton,Road,80.88,39.6312
17/07/2021,Shoreditch,Gravel,195.466,-13.7976
17/07/2021,Shoreditch,Road,231.92,5.798
17/07/2021,Mayfair,Road,14.432,3.4276
17/07/2021,Whitechapel,Road,6.264,2.0358
18/07/2021,Wimbledon,Gravel,519.96,176.7864
18/07/2021,Chelsea,Road,5.76,1.6128
18/07/2021,Westminster,Gravel,3.328,1.2064
18/07/2021,Fulham,Gravel,7.38,2.1402
18/07/2021,Richmond,Gravel,135.99,36.7173
19/07/2021,Westminster,Gravel,2.025,-1.35
20/07/2021,Wimbledon,Gravel,831.2,124.68
20/07/2021,Westminster,Gravel,2.88,-4.464
20/07/2021,Shoreditch,Gravel,1298.374,-178.6776
20/07/2021,Soho,Gravel,106.75,49.105
20/07/2021,Brixton,Gravel,124.22,57.8554
20/07/2021,Richmond,Gravel,153.584,13.4386
20/07/2021,Peckham,Gravel,176.16,47.9108
23/07/2021,Dulwich,Mountain,68.94,20.682
23/07/2021,Westminster,Gravel,10.512,3.6792
23/07/2021,Fulham,Mountain,128.82,50.2398
24/07/2021,Wimbledon,Mountain,279.86,64.3678
24/07/2021,Westminster,Mountain,225.15,103.569
24/07/2021,Fulham,Mountain,20.94,6.0726
25/07/2021,Westminster,Mountain,25.176,-18.4624
25/07/2021,Shoreditch,Gravel,704.9,56.392
25/07/2021,Notting Hill,Gravel,561.568,28.0784
25/07/2021,Soho,Road,98.46,49.23
25/07/2021,Mayfair,Gravel,9.42,0.471
25/07/2021,Brixton,Gravel,12.96,6.2208
25/07/2021,Richmond,Gravel,623.96,38.9975
25/07/2021,Tottenham,Road,358.58,39.4438
26/07/2021,Chelsea,Road,99.2,25.792
26/07/2021,Westminster,Road,32.28,11.4729
26/07/2021,Notting Hill,Road,266.352,13.3176
26/07/2021,Soho,Gravel,167.86,78.8942
26/07/2021,Brixton,Gravel,10.368,3.6288
26/07/2021,Tottenham,Gravel,393.165,-204.4458
27/07/2021,Richmond,Gravel,29.97,0.2997
30/07/2021,Wimbledon,Gravel,209.93,92.3692
30/07/2021,Westminster,Gravel,10.92,4.095
30/07/2021,Notting Hill,Mountain,155.88,38.97
30/07/2021,Fulham,Gravel,5.28,2.3232
30/07/2021,Peckham,Road,61.792,6.1792
31/07/2021,Wimbledon,Gravel,2309.65,762.1845
31/07/2021,Wimbledon,Road,239.7,105.468
31/07/2021,Brixton,Gravel,19.44,9.3312
31/07/2021,Croydon,Road,52.59,15.777
31/07/2021,Tottenham,Gravel,1090.782,-290.8752
01/08/2021,Chelsea,Mountain,6.72,3.36
01/08/2021,Tottenham,Mountain,1004.976,-175.8708
02/08/2021,Wimbledon,Mountain,199.98,83.9916
02/08/2021,Westminster,Gravel,6.368,2.1492
02/08/2021,Notting Hill,Mountain,110.98,15.5372
02/08/2021,Stratford,Gravel,558.4,41.88
02/08/2021,Brixton,Mountain,8.4,4.116
02/08/2021,Richmond,Mountain,128.85,3.8655
02/08/2021,Tottenham,Gravel,277.5,-188.7
05/08/2021,Westminster,Road,1.362,-2.1792
05/08/2021,Fulham,Road,14.76,-11.439
05/08/2021,Peckham,Road,33.488,-1.2558
05/08/2021,Croydon,Road,23.04,-4.896
06/08/2021,Westminster,Road,6.23,-9.6565
06/08/2021,Shoreditch,Road,369.1992,-114.0174
06/08/2021,Whitechapel,Road,35.52,13.32
06/08/2021,Brixton,Road,83.92,29.0034
07/08/2021,Dulwich,Road,77.58,20.1708
07/08/2021,Chelsea,Gravel,106.8,10.68
07/08/2021,Westminster,Gravel,28.4,13.064
07/08/2021,Westminster,Road,3.304,1.1151
07/08/2021,Westminster,Mountain,19.152,6.4638
07/08/2021,Fulham,Gravel,212.94,34.0704
07/08/2021,Whitechapel,Road,25.06,11.7782
07/08/2021,Richmond,Road,494.97,148.491
08/08/2021,Wimbledon,Gravel,79.99,28.7964
08/08/2021,Dulwich,Gravel,121.2,35.7668
08/08/2021,Chelsea,Gravel,46.268,14.1282
08/08/2021,Westminster,Gravel,606.532,226.3132
08/08/2021,Notting Hill,Gravel,144.784,10.8588
09/08/2021,Wimbledon,Gravel,247.8,34.692
09/08/2021,Chelsea,Road,2.2,0.968
09/08/2021,Westminster,Gravel,1217.568,456.588
09/08/2021,Shoreditch,Mountain,687.4,48.118
09/08/2021,Mayfair,Gravel,10.65,5.0055
09/08/2021,Fulham,Gravel,53.2,21.3024
09/08/2021,Fulham,Road,10.02,4.4088
09/08/2021,Whitechapel,Road,4.608,1.6704
09/08/2021,Brixton,Gravel,143.7,68.976
09/08/2021,Brixton,Road,144.12,69.1776
09/08/2021,Richmond,Gravel,1287.93,363.7002
09/08/2021,Peckham,Gravel,41.96,2.9372
09/08/2021,Peckham,Road,21.98,0.2198
09/08/2021,Tottenham,Gravel,382.806,-153.1224
09/08/2021,Tottenham,Road,622.45,136.939
10/08/2021,Dulwich,Gravel,133.472,15.0156
10/08/2021,Chelsea,Mountain,29.79,12.5118
10/08/2021,Westminster,Gravel,64.75,29.1375
10/08/2021,Whitechapel,Mountain,45.15,21.672
10/08/2021,Richmond,Gravel,578.312,6.8698
11/08/2021,Chelsea,Mountain,11.96,3.1096
11/08/2021,Fulham,Gravel,46.152,12.1149
11/08/2021,Richmond,Mountain,138,34.5
13/08/2021,Chelsea,Road,115.48,21.293
13/08/2021,Westminster,Gravel,17,8.2736
13/08/2021,Fulham,Gravel,31.56,10.4148
13/08/2021,Peckham,Gravel,422.856,15.8571
15/08/2021,Fulham,Gravel,104.23,28.1421
15/08/2021,Peckham,Gravel,70.26,18.9702
15/08/2021,Peckham,Road,323.1,61.389
16/08/2021,Wimbledon,Road,31.176,-5.4558
16/08/2021,Chelsea,Gravel,2.304,0.2592
16/08/2021,Westminster,Road,6.486,-4.6656
16/08/2021,Shoreditch,Gravel,301.47,-204.9996
16/08/2021,Fulham,Road,254.352,0
16/08/2021,Whitechapel,Gravel,5.04,1.764
16/08/2021,Brixton,Gravel,313.024,105.6456
16/08/2021,Brixton,Road,20.64,6.8388
16/08/2021,Richmond,Gravel,1879.96,211.4955
16/08/2021,Richmond,Road,519.792,-112.6216
16/08/2021,Peckham,Gravel,44.688,3.3516
17/08/2021,Wimbledon,Gravel,282.88,-36.864
17/08/2021,Chelsea,Gravel,10.272,1.1556
17/08/2021,Westminster,Road,52.2,23.49
17/08/2021,Brixton,Gravel,36.288,12.7008
21/08/2021,Wimbledon,Mountain,21.728,3.8024
21/08/2021,Chelsea,Road,53.28,18.2472
21/08/2021,Westminster,Road,12.828,-8.9796
21/08/2021,Westminster,Mountain,99.588,-82.99
21/08/2021,Shoreditch,Road,586.398,34.494
21/08/2021,Notting Hill,Road,598.458,-42.747
21/08/2021,Notting Hill,Mountain,544.008,40.8006
21/08/2021,Fulham,Road,25.984,-3.8976
21/08/2021,Brixton,Mountain,137.708,57.3086
21/08/2021,Peckham,Road,80.98,3.2392
21/08/2021,Peckham,Mountain,663.072,-165.768
21/08/2021,Croydon,Mountain,3.488,-0.6976
22/08/2021,Chelsea,Mountain,16.52,7.5992
22/08/2021,Westminster,Road,50.112,16.2864
23/08/2021,Wimbledon,Gravel,251.91,47.8629
23/08/2021,Dulwich,Gravel,574.568,145.192
23/08/2021,Mayfair,Gravel,12.032,2.256
23/08/2021,Whitechapel,Gravel,8.64,4.2336
23/08/2021,Brixton,Gravel,323.448,157.1608
23/08/2021,Croydon,Gravel,31.68,2.772
24/08/2021,Wimbledon,Gravel,79.96,18.3908
24/08/2021,Wimbledon,Road,26,11.7
24/08/2021,Chelsea,Gravel,7.152,0.7152
24/08/2021,Westminster,Gravel,2.724,-4.2222
24/08/2021,Fulham,Gravel,14.91,4.6221
24/08/2021,Whitechapel,Gravel,6.912,2.5056
24/08/2021,Stratford,Gravel,3080,1416.8
24/08/2021,Richmond,Gravel,614.952,174.5586
24/08/2021,Peckham,Gravel,2159.016,38.1582
24/08/2021,Tottenham,Gravel,918.785,-118.1295
24/08/2021,Tottenham,Road,284.364,-75.8304
25/08/2021,Dulwich,Mountain,105.96,29.6688
25/08/2021,Westminster,Gravel,3.798,-6.0768
25/08/2021,Notting Hill,Mountain,40.784,4.5882
25/08/2021,Fulham,Gravel,27.984,-20.5258
27/08/2021,Westminster,Mountain,5.104,1.6588
27/08/2021,Whitechapel,Gravel,3.08,1.4784
27/08/2021,Brixton,Gravel,114.2,52.532
27/08/2021,Peckham,Gravel,484.65,92.0835
27/08/2021,Croydon,Gravel,32.94,9.2232
28/08/2021,Westminster,Gravel,41.36,13.959
28/08/2021,Shoreditch,Gravel,307.666,28.9568
28/08/2021,Covent Garden,Road,2799.96,874.9875
28/08/2021,Fulham,Gravel,4.16,1.7472
28/08/2021,Richmond,Gravel,43.176,15.1116
28/08/2021,Richmond,Road,1099.96,82.497
28/08/2021,Peckham,Gravel,1621.17,296.8578
28/08/2021,Peckham,Road,470.36,122.2936
28/08/2021,Tottenham,Road,103.481,-16.2613
29/08/2021,Wimbledon,Mountain,114.52,11.452
29/08/2021,Richmond,Mountain,131.98,35.6346
31/08/2021,Wimbledon,Road,36.51,15.6993
31/08/2021,Westminster,Road,137.24,46.3185
31/08/2021,Shoreditch,Road,1552.831,200.9546
31/08/2021,Stratford,Road,239.976,80.9919
31/08/2021,Brixton,Gravel,58.32,27.9936
31/08/2021,Brixton,Mountain,20.96,6.812
31/08/2021,Richmond,Mountain,555.96,41.697
01/09/2021,Westminster,Gravel,19.12,6.0938
01/09/2021,Westminster,Mountain,114.6,51.57
01/09/2021,Notting Hill,Mountain,60.74,15.185
01/09/2021,Covent Garden,Gravel,959.984,335.9944
01/09/2021,Fulham,Mountain,124.36,27.3592
01/09/2021,Peckham,Mountain,1088.76,315.7404
03/09/2021,Wimbledon,Road,147.35,50.003
03/09/2021,Dulwich,Road,137.62,60.5528
03/09/2021,Westminster,Mountain,6.368,2.1492
03/09/2021,Notting Hill,Mountain,129.568,-12.9568
03/09/2021,Soho,Gravel,52.512,19.692
03/09/2021,Soho,Road,200.984,62.8075
03/09/2021,Fulham,Road,238.152,89.307
03/09/2021,Whitechapel,Gravel,7.5,3.6
03/09/2021,Richmond,Road,100.49,25.1225
03/09/2021,Peckham,Gravel,36.336,-7.2672
03/09/2021,Peckham,Road,151.77,39.7746
03/09/2021,Croydon,Gravel,666.248,-149.9058
04/09/2021,Wimbledon,Gravel,619.95,111.591
04/09/2021,Wimbledon,Road,134.376,6.7188
04/09/2021,Westminster,Road,17.418,-12.9582
04/09/2021,Soho,Gravel,15.28,7.4872
04/09/2021,Brixton,Gravel,284.26,139.2002
05/09/2021,Westminster,Gravel,28.752,9.7038
05/09/2021,Westminster,Mountain,20.74,-33.041
05/09/2021,Shoreditch,Gravel,704.531,-25.5356
05/09/2021,Fulham,Road,6.16,2.9568
05/09/2021,Fulham,Mountain,67.96,12.2328
05/09/2021,Brixton,Road,36.84,17.3148
05/09/2021,Croydon,Mountain,69.12,-14.688
06/09/2021,Wimbledon,Road,46.32,18.0648
06/09/2021,Dulwich,Road,8.39,2.0975
06/09/2021,Westminster,Road,46.62,21.4452
06/09/2021,Westminster,Mountain,9.54,-0.392
06/09/2021,Notting Hill,Mountain,271.764,60.392
06/09/2021,Mayfair,Road,7.24,1.1765
06/09/2021,Fulham,Mountain,191.82,74.8098
06/09/2021,Richmond,Road,337.98,101.394
06/09/2021,Tottenham,Gravel,85.98,22.3548
07/09/2021,Wimbledon,Road,90,16.2
07/09/2021,Wimbledon,Mountain,559.93,167.979
07/09/2021,Chelsea,Road,140.736,12.3144
07/09/2021,Westminster,Road,20.541,-8.8638
07/09/2021,Notting Hill,Gravel,47.516,-2.0364
07/09/2021,Mayfair,Road,7.24,2.3892
07/09/2021,Richmond,Road,791.964,-131.994
07/09/2021,Peckham,Gravel,685.89,20.4371
07/09/2021,Peckham,Road,70.26,18.9702
07/09/2021,Tottenham,Gravel,27.414,-14.1639
07/09/2021,Tottenham,Road,481.176,-120.294
08/09/2021,Fulham,Road,21.36,8.1168
08/09/2021,Brixton,Gravel,26.4,11.88
08/09/2021,Peckham,Gravel,41.88,0.8376
08/09/2021,Peckham,Road,6.68,2
10/09/2021,Dulwich,Road,61.96,16.1096
10/09/2021,Chelsea,Gravel,6.08,2.0672
10/09/2021,Shoreditch,Road,361.96,83.2508
10/09/2021,Notting Hill,Road,179.886,-2.5698
10/09/2021,Fulham,Road,106.68,33.0708
10/09/2021,Brixton,Gravel,14.94,7.0218
10/09/2021,Brixton,Road,278.82,125.469
10/09/2021,Peckham,Gravel,353.88,17.694
10/09/2021,Croydon,Gravel,51.52,1.5456
11/09/2021,Wimbledon,Road,19.99,6.7966
11/09/2021,Dulwich,Mountain,111.04,29.9808
11/09/2021,Chelsea,Gravel,181.35,48.9645
11/09/2021,Chelsea,Road,265.86,79.758
11/09/2021,Westminster,Mountain,209.6,96.416
11/09/2021,Fulham,Road,235.32,54.5672
11/09/2021,Fulham,Mountain,8.92,3.9248
11/09/2021,Whitechapel,Gravel,8.64,4.2336
11/09/2021,Whitechapel,Mountain,31.05,14.904
11/09/2021,Brixton,Mountain,38.88,18.6624
11/09/2021,Peckham,Road,851.48,109.7512
12/09/2021,Wimbledon,Gravel,21.98,8.5722
12/09/2021,Chelsea,Gravel,9.26,3.0558
12/09/2021,Covent Garden,Gravel,479.984,59.998
12/09/2021,Soho,Gravel,27.18,12.7746
12/09/2021,Mayfair,Gravel,1.24,0.5828
12/09/2021,Whitechapel,Gravel,33.3,15.984
12/09/2021,Brixton,Gravel,28.9,14.161
12/09/2021,Peckham,Gravel,105.98,4.2392
13/09/2021,Wimbledon,Gravel,199.96,15.9968
13/09/2021,Westminster,Gravel,15.504,-12.0472
13/09/2021,Westminster,Road,25.032,7.8225
13/09/2021,Notting Hill,Gravel,1686.272,382.064
13/09/2021,Notting Hill,Road,717.72,71.772
13/09/2021,Soho,Gravel,7.824,2.934
13/09/2021,Fulham,Gravel,129.93,12.993
13/09/2021,Fulham,Road,383.9,92.3325
13/09/2021,Brixton,Gravel,69.93,31.4685
13/09/2021,Brixton,Road,209.7,100.656
14/09/2021,Westminster,Gravel,12.96,4.536
14/09/2021,Westminster,Mountain,25.9,12.691
14/09/2021,Covent Garden,Gravel,879.984,329.994
14/09/2021,Peckham,Gravel,1260.69,263.1018
14/09/2021,Tottenham,Gravel,912.75,118.6575
